Season,Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr
1996,5,Orlando Magic,27.7,60,22,56,26,5.56,-0.16,5.40,112.9,106.9,+6.0,91.8,.336
1996,6,Los Angeles Lakers,27.1,53,29,53,29,4.45,-0.24,4.21,111.4,106.6,+4.8,92.4,.306
1996,7,Indiana Pacers,29.4,52,30,50,32,3.24,-0.14,3.11,110.8,107.2,+3.6,89.3,.389
1996,8,Cleveland Cavaliers,27.5,47,35,49,33,2.59,-0.09,2.49,109.9,106.7,+3.2,82.3,.296
1996,9,Detroit Pistons,26.8,46,36,49,33,2.50,-0.05,2.45,107.9,105.1,+2.8,87.7,.360
1996,10,Portland Trail Blazers,28.1,44,38,48,34,2.35,-0.14,2.21,106.0,103.5,+2.5,92.6,.347
1996,11,New York Knicks,30.4,47,35,48,34,2.32,-0.08,2.24,106.0,103.5,+2.5,91.0,.306
1996,12,Houston Rockets,29.0,48,34,46,36,1.74,-0.12,1.63,109.3,107.4,+1.9,93.2,.317
1996,13,Miami Heat,27.4,42,40,45,37,1.43,0.03,1.46,105.3,103.8,+1.5,91.1,.345
1996,14,Atlanta Hawks,28.1,46,36,45,37,1.22,0.07,1.29,109.4,108.0,+1.4,89.6,.302
1996,15,Washington Bullets,24.8,39,43,44,38,1.06,-0.07,0.99,108.7,107.6,+1.1,93.7,.314
1996,16,Phoenix Suns,27.9,41,41,42,40,0.33,-0.05,0.28,110.3,110.0,+0.3,93.2,.370
1996,17,Charlotte Hornets,27.8,41,41,39,43,-0.57,0.09,-0.48,111.2,111.8,-0.6,91.6,.320
1996,18,Golden State Warriors,27.0,36,46,37,45,-1.45,0.03,-1.42,108.4,109.9,-1.5,93.4,.349
1996,19,Denver Nuggets,26.8,35,47,33,49,-2.71,0.09,-2.62,105.2,108.1,-2.9,92.2,.326
1996,20,Sacramento Kings,26.6,39,43,33,49,-2.71,0.09,-2.62,106.2,109.1,-2.9,93.4,.371
1996,21,Boston Celtics,26.3,33,49,32,50,-3.40,0.03,-3.37,106.4,109.9,-3.5,96.2,.329
1996,22,Los Angeles Clippers,25.2,29,53,31,51,-3.60,0.13,-3.46,106.5,110.3,-3.8,93.2,.300
1996,23,New Jersey Nets,27.4,30,52,29,53,-4.23,0.09,-4.14,101.9,106.5,-4.6,90.9,.332
1996,24,Dallas Mavericks,25.1,26,56,28,54,-4.90,0.19,-4.71,106.1,111.2,-5.1,95.4,.266
1996,25,Minnesota Timberwolves,26.4,26,56,26,56,-5.35,0.22,-5.14,104.1,109.8,-5.7,93.5,.357
1996,26,Milwaukee Bucks,27.5,25,57,26,56,-5.30,0.38,-4.92,105.6,111.5,-5.9,90.2,.295
1996,27,Toronto Raptors,26.1,21,61,21,61,-7.51,0.31,-7.20,103.8,111.8,-8.0,93.2,.296
1996,28,Philadelphia 76ers,26.1,18,64,16,66,-10.00,0.55,-9.45,102.2,113.0,-10.8,92.2,.353
1996,29,Vancouver Grizzlies,27.2,15,67,15,67,-9.98,0.43,-9.55,97.6,108.5,-10.9,91.0,.308
1997,1,Chicago Bulls,30.7,69,13,68,14,10.80,-0.11,10.70,114.4,102.4,+12.0,90.0,.267
1997,2,Utah Jazz,29.6,64,18,64,18,8.79,-0.82,7.97,113.6,104.0,+9.6,90.0,.389
1997,3,Seattle SuperSonics,30.0,57,25,62,20,7.68,-0.77,6.91,111.2,102.7,+8.5,90.3,.358
1997,4,Atlanta Hawks,28.8,56,26,57,25,5.44,0.08,5.52,108.5,102.3,+6.2,86.8,.310
1997,5,Miami Heat,27.2,61,21,57,25,5.49,0.07,5.56,106.8,100.6,+6.2,88.2,.324
1997,6,Detroit Pistons,28.2,54,28,57,25,5.24,0.20,5.45,110.6,104.4,+6.2,84.5,.327
1997,7,Houston Rockets,30.8,57,25,54,28,4.48,-0.62,3.85,108.8,104.0,+4.8,91.6,.307
1997,8,Los Angeles Lakers,26.5,56,26,53,29,4.27,-0.61,3.66,108.3,103.7,+4.6,91.1,.351
1997,9,Portland Trail Blazers,26.4,49,33,53,29,4.17,-0.61,3.56,107.9,103.3,+4.6,90.9,.350
1997,10,New York Knicks,29.7,57,25,50,32,3.12,0.18,3.31,104.4,101.0,+3.4,90.5,.340
1997,11,Cleveland Cavaliers,26.7,42,40,47,35,1.84,0.47,2.32,104.6,102.4,+2.2,82.9,.297
1997,12,Charlotte Hornets,29.1,54,28,46,36,1.87,0.26,2.13,110.9,108.9,+2.0,88.6,.313
1997,13,Washington Bullets,25.9,44,38,46,36,1.62,0.15,1.77,106.6,104.9,+1.7,92.4,.296
1997,14,Indiana Pacers,27.9,39,43,44,38,0.98,0.52,1.49,105.8,104.7,+1.1,89.0,.374
1997,15,Phoenix Suns,28.5,40,42,43,39,0.66,-0.45,0.21,109.3,108.6,+0.7,93.2,.317
1997,16,Orlando Magic,29.4,45,37,40,42,-0.35,0.28,-0.07,105.6,106.0,-0.4,88.3,.304
1997,17,Minnesota Timberwolves,26.3,40,42,37,45,-1.48,-0.35,-1.82,105.5,107.1,-1.6,90.7,.339
1997,18,Milwaukee Bucks,27.3,33,49,35,47,-1.89,0.51,-1.38,106.2,108.3,-2.1,89.5,.334
1997,19,Los Angeles Clippers,25.5,36,46,34,48,-2.35,-0.31,-2.66,105.1,107.6,-2.5,91.3,.310
1997,20,Toronto Raptors,25.1,30,52,32,50,-3.12,0.57,-2.56,104.6,108.0,-3.4,90.6,.303
1997,21,Sacramento Kings,27.4,34,48,31,51,-3.38,-0.26,-3.64,105.0,108.7,-3.7,91.0,.313
1997,22,New Jersey Nets,26.8,26,56,28,54,-4.56,0.67,-3.89,104.7,109.7,-5.0,92.4,.286
1997,23,Golden State Warriors,26.7,30,52,28,54,-4.71,-0.20,-4.90,107.2,112.2,-5.0,91.9,.332
1997,24,Denver Nuggets,28.6,21,61,24,58,-6.28,-0.12,-6.40,104.5,111.2,-6.7,92.4,.298
1997,25,Philadelphia 76ers,25.5,22,60,24,58,-6.54,0.65,-5.89,104.6,111.4,-6.8,95.3,.358
1997,26,Dallas Mavericks,27.1,24,58,23,59,-6.35,-0.12,-6.47,101.1,108.2,-7.1,89.0,.297
1997,27,Boston Celtics,26.1,15,67,22,60,-7.33,0.71,-6.62,103.9,111.4,-7.5,95.8,.316
1997,28,San Antonio Spurs,29.9,20,62,19,63,-7.88,-0.05,-7.93,103.3,112.3,-9.0,87.3,.302
1997,29,Vancouver Grizzlies,25.0,14,68,15,67,-10.23,0.06,-10.17,100.3,111.8,-11.5,88.4,.269
1998,1,Los Angeles Lakers,25.8,61,21,61,21,7.74,-0.87,6.88,111.9,103.7,+8.2,93.6,.420
1998,2,Seattle SuperSonics,31.1,61,21,61,21,7.17,-0.84,6.33,111.6,103.6,+8.0,89.8,.327
1998,3,Chicago Bulls,31.7,62,20,61,21,7.11,0.13,7.24,107.7,99.8,+7.9,89.0,.295
1998,4,Utah Jazz,29.7,62,20,59,23,6.54,-0.81,5.73,112.7,105.4,+7.3,89.2,.433
1998,5,Indiana Pacers,29.7,58,24,59,23,6.09,0.16,6.25,108.4,101.6,+6.8,87.9,.343
1998,6,Phoenix Suns,28.2,56,26,56,26,5.18,-0.75,4.44,107.4,101.8,+5.6,91.4,.290
1998,7,Miami Heat,28.1,55,27,56,26,4.93,0.16,5.09,107.6,102.0,+5.6,87.9,.329
1998,8,San Antonio Spurs,28.7,56,26,53,29,3.99,-0.69,3.30,103.8,99.4,+4.4,88.4,.350
1998,9,Atlanta Hawks,29.4,50,32,51,31,3.51,0.34,3.85,108.2,104.3,+3.9,87.7,.364
1998,10,Cleveland Cavaliers,24.6,47,35,49,33,2.73,0.33,3.06,102.2,99.1,+3.1,89.9,.352
1998,11,New York Knicks,30.2,43,39,49,33,2.46,0.28,2.74,103.0,100.3,+2.7,88.2,.283
1998,12,Charlotte Hornets,29.2,51,31,47,35,2.00,0.45,2.45,107.5,105.3,+2.2,89.4,.345
1998,13,Detroit Pistons,27.2,37,45,46,36,1.57,0.37,1.95,105.3,103.5,+1.8,88.2,.359
1998,14,New Jersey Nets,27.8,43,39,46,36,1.57,0.31,1.88,108.3,106.6,+1.7,91.0,.339
1998,15,Portland Trail Blazers,26.1,46,36,45,37,1.40,-0.57,0.83,104.0,102.4,+1.6,90.0,.348
1998,16,Washington Wizards,26.7,42,40,43,39,0.59,0.53,1.11,105.2,104.5,+0.7,91.8,.317
1998,17,Minnesota Timberwolves,26.4,45,37,43,39,0.71,-0.54,0.17,107.8,107.1,+0.7,92.6,.329
1998,18,Houston Rockets,32.0,41,41,39,43,-0.76,-0.47,-1.23,107.7,108.6,-0.9,91.0,.326
1998,19,Orlando Magic,30.8,41,41,38,44,-1.07,0.54,-0.53,102.6,103.8,-1.2,87.1,.331
1998,20,Milwaukee Bucks,27.6,36,46,35,47,-1.91,0.58,-1.33,103.5,105.6,-2.1,90.2,.339
1998,21,Philadelphia 76ers,25.4,31,51,34,48,-2.39,0.50,-1.89,102.8,105.4,-2.6,90.4,.367
1998,22,Boston Celtics,23.9,36,46,33,49,-2.62,0.66,-1.96,102.6,105.4,-2.8,93.3,.283
1998,23,Sacramento Kings,26.6,27,55,25,57,-5.59,-0.25,-5.83,100.8,106.9,-6.1,92.1,.314
1998,24,Dallas Mavericks,26.3,20,62,24,58,-6.11,-0.22,-6.33,100.5,107.2,-6.7,89.9,.257
1998,25,Los Angeles Clippers,25.7,17,65,21,61,-7.37,-0.16,-7.53,103.3,111.2,-7.9,92.4,.306
1998,26,Vancouver Grizzlies,26.5,19,63,22,60,-7.30,-0.17,-7.47,104.1,112.0,-7.9,92.1,.327
1998,27,Toronto Raptors,24.8,16,66,17,65,-9.27,0.94,-8.33,101.2,111.0,-9.8,92.6,.302
1998,28,Golden State Warriors,25.9,19,63,17,65,-9.12,-0.08,-9.20,95.8,105.7,-9.9,91.4,.278
1998,29,Denver Nuggets,26.5,11,71,12,70,-11.78,0.04,-11.74,99.0,112.1,-13.1,89.7,.335
1999,1,San Antonio Spurs,30.1,37,13,39,11,8.06,-0.94,7.12,104.0,95.0,+9.0,88.6,.371
1999,2,Utah Jazz,30.3,37,13,37,13,6.52,-0.99,5.54,105.8,98.4,+7.4,87.0,.417
1999,3,Portland Trail Blazers,27.4,35,15,36,14,6.36,-0.69,5.67,104.8,97.7,+7.1,89.2,.341
1999,4,Miami Heat,30.3,33,17,35,15,4.96,0.15,5.11,104.7,98.9,+5.8,84.8,.354
1999,5,Indiana Pacers,30.8,33,17,32,18,3.74,0.12,3.86,108.7,104.4,+4.3,86.4,.318
1999,6,Detroit Pistons,27.7,29,21,32,18,3.42,0.55,3.97,104.2,100.3,+3.9,86.3,.345
1999,7,Atlanta Hawks,29.6,31,19,31,19,2.90,-0.08,2.82,100.5,97.1,+3.4,85.3,.378
1999,8,Los Angeles Lakers,27.5,31,19,30,20,3.02,-0.35,2.68,107.6,104.3,+3.3,91.6,.382
1999,9,Orlando Magic,28.7,33,17,30,20,2.60,0.51,3.11,100.3,97.4,+2.9,88.8,.318
1999,10,Houston Rockets,29.6,31,19,29,21,2.32,-0.93,1.39,105.4,102.9,+2.5,88.8,.313
1999,11,Phoenix Suns,29.3,27,23,29,21,2.26,-0.11,2.15,105.8,103.3,+2.5,90.0,.303
1999,12,Philadelphia 76ers,26.0,28,22,29,21,2.06,0.50,2.56,99.9,97.6,+2.3,88.6,.383
1999,13,Milwaukee Bucks,28.3,28,22,28,22,1.66,0.00,1.66,104.9,103.0,+1.9,87.0,.303
1999,14,New York Knicks,29.0,27,23,27,23,1.02,0.43,1.45,98.6,97.5,+1.1,86.9,.329
1999,15,Minnesota Timberwolves,27.2,25,25,26,24,0.38,-0.55,-0.17,101.9,101.5,+0.4,91.0,.264
1999,16,Charlotte Hornets,29.0,26,24,25,25,-0.10,0.73,0.63,102.3,102.4,-0.1,89.7,.372
1999,17,Sacramento Kings,26.1,27,23,24,26,-0.42,-0.47,-0.89,102.7,103.1,-0.4,96.0,.300
1999,18,Seattle SuperSonics,31.2,25,25,23,27,-1.08,-0.35,-1.43,105.0,106.2,-1.2,89.6,.341
1999,19,Toronto Raptors,27.3,23,27,22,28,-1.64,0.33,-1.32,102.0,103.9,-1.9,88.8,.338
1999,20,Boston Celtics,24.3,19,31,22,28,-1.86,0.11,-1.75,100.4,102.4,-2.0,91.5,.259
1999,21,Cleveland Cavaliers,26.7,22,28,22,28,-1.72,0.78,-0.94,99.6,101.6,-2.0,86.4,.381
1999,22,Washington Wizards,29.3,18,32,21,29,-2.24,0.49,-1.75,101.2,103.7,-2.5,89.8,.302
1999,23,Dallas Mavericks,26.1,19,31,21,29,-2.40,-0.10,-2.50,102.3,104.9,-2.6,89.0,.300
1999,24,Golden State Warriors,28.1,21,29,20,30,-2.50,-0.13,-2.63,98.4,101.1,-2.7,88.9,.282
1999,25,New Jersey Nets,26.0,16,34,18,32,-3.78,0.58,-3.20,99.5,103.6,-4.1,91.5,.301
1999,26,Denver Nuggets,24.6,14,36,14,36,-6.60,-0.07,-6.67,103.1,110.4,-7.3,90.5,.332
1999,27,Vancouver Grizzlies,25.0,8,42,11,39,-8.66,-0.28,-8.94,98.4,107.9,-9.5,89.0,.367
1999,28,Los Angeles Clippers,25.0,9,41,11,39,-8.82,-0.12,-8.94,100.0,109.7,-9.7,89.5,.306
1999,29,Chicago Bulls,28.6,13,37,9,41,-9.46,0.88,-8.58,92.4,103.0,-10.6,88.1,.309
2000,1,Los Angeles Lakers,29.2,67,15,64,18,8.55,-0.14,8.41,107.3,98.2,+9.1,93.3,.346
2000,2,Portland Trail Blazers,29.6,59,23,59,23,6.40,-0.04,6.36,107.9,100.8,+7.1,89.9,.316
2000,3,San Antonio Spurs,30.9,53,29,58,24,5.94,-0.02,5.92,105.0,98.6,+6.4,90.8,.346
2000,4,Phoenix Suns,28.6,53,29,56,26,5.22,0.02,5.24,104.6,99.0,+5.6,94.0,.286
2000,5,Utah Jazz,31.5,55,27,54,28,4.46,0.05,4.52,107.3,102.3,+5.0,89.6,.337
2000,6,Indiana Pacers,30.4,56,26,54,28,4.60,-0.45,4.15,108.5,103.6,+4.9,93.1,.302
2000,7,Miami Heat,29.2,52,30,50,32,3.11,-0.36,2.75,104.5,101.0,+3.5,89.7,.283
2000,8,Sacramento Kings,27.5,44,38,49,33,2.91,0.12,3.04,105.0,102.1,+2.9,99.3,.277
2000,9,Charlotte Hornets,28.7,49,33,49,33,2.67,-0.34,2.33,104.3,101.4,+2.9,93.9,.376
2000,10,Minnesota Timberwolves,26.6,50,32,48,34,2.52,0.14,2.67,106.1,103.4,+2.7,91.8,.256
2000,11,New York Knicks,29.5,50,32,46,36,1.46,-0.16,1.30,102.5,100.9,+1.6,89.2,.283
2000,12,Detroit Pistons,28.3,42,40,45,37,1.44,-0.31,1.13,107.3,105.8,+1.5,95.7,.378
2000,13,Philadelphia 76ers,27.1,49,33,45,37,1.34,-0.32,1.02,101.5,100.0,+1.5,92.7,.329
2000,14,Seattle SuperSonics,28.5,45,37,44,38,0.95,0.22,1.17,105.6,104.6,+1.0,93.4,.282
2000,15,Orlando Magic,26.3,41,41,43,39,0.68,-0.26,0.43,102.4,101.7,+0.7,97.3,.305
2000,16,Milwaukee Bucks,28.2,42,40,42,40,0.22,-0.28,-0.06,108.2,107.9,+0.3,92.7,.290
2000,17,Toronto Raptors,29.3,45,37,41,41,-0.16,-0.30,-0.46,104.7,104.9,-0.2,92.5,.300
2000,18,Dallas Mavericks,26.3,40,42,39,43,-0.57,0.29,-0.29,106.6,107.2,-0.6,94.9,.248
2000,19,Boston Celtics,25.4,35,47,39,43,-0.76,-0.24,-1.00,104.8,105.6,-0.8,94.6,.316
2000,20,Houston Rockets,26.3,34,48,39,43,-0.87,0.30,-0.57,104.8,105.7,-0.9,94.2,.322
2000,21,New Jersey Nets,27.3,31,51,38,44,-1.04,-0.15,-1.18,105.1,106.3,-1.2,92.5,.297
2000,22,Denver Nuggets,25.9,35,47,35,47,-2.12,0.36,-1.76,103.5,105.8,-2.3,94.7,.306
2000,23,Washington Wizards,28.0,29,53,32,50,-3.28,-0.19,-3.47,103.5,107.0,-3.5,92.7,.315
2000,24,Cleveland Cavaliers,27.2,32,50,31,51,-3.50,-0.14,-3.64,100.4,104.0,-3.6,95.7,.327
2000,25,Atlanta Hawks,27.6,28,54,26,56,-5.38,-0.04,-5.41,102.0,107.9,-5.9,91.7,.292
2000,26,Vancouver Grizzlies,25.3,22,60,25,57,-5.62,0.52,-5.10,102.3,108.5,-6.2,91.0,.320
2000,27,Golden State Warriors,26.9,19,63,20,62,-8.27,0.64,-7.63,99.8,108.4,-8.6,95.4,.301
2000,28,Chicago Bulls,26.0,17,65,15,67,-9.40,0.17,-9.23,94.2,104.6,-10.4,89.4,.338
2000,29,Los Angeles Clippers,24.2,15,67,13,69,-11.52,0.80,-10.73,97.8,110.1,-12.3,93.9,.270
2001,1,San Antonio Spurs,29.5,58,24,63,19,7.76,0.16,7.92,106.6,98.0,+8.6,89.6,.374
2001,2,Sacramento Kings,27.1,55,27,57,25,5.82,0.25,6.07,105.6,99.6,+6.0,94.4,.298
2001,3,Utah Jazz,32.0,53,29,55,27,4.70,0.31,5.00,107.6,102.4,+5.2,89.8,.363
2001,4,Philadelphia 76ers,28.2,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,+4.7,90.6,.351
2001,5,Portland Trail Blazers,30.1,50,32,53,29,4.20,0.33,4.52,106.5,101.8,+4.7,89.1,.296
2001,6,Dallas Mavericks,26.6,53,29,53,29,4.28,0.32,4.61,107.1,102.6,+4.5,93.2,.291
2001,7,Milwaukee Bucks,28.2,52,30,52,30,3.88,-0.74,3.14,108.8,104.6,+4.2,92.1,.276
2001,8,Los Angeles Lakers,29.2,56,26,51,31,3.38,0.37,3.74,108.4,104.8,+3.6,91.7,.349
2001,9,New York Knicks,29.8,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,+3.0,86.7,.279
2001,10,Miami Heat,30.9,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,+2.6,87.1,.299
2001,11,Toronto Raptors,29.9,47,35,48,34,2.26,-0.57,1.69,105.9,103.4,+2.5,90.9,.285
2001,12,Houston Rockets,26.7,45,37,48,34,2.29,0.42,2.71,106.7,104.2,+2.5,90.4,.321
2001,13,Charlotte Hornets,28.2,46,36,48,34,2.10,-0.65,1.45,101.8,99.5,+2.3,89.4,.330
2001,14,Phoenix Suns,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98.0,+2.3,93.1,.292
2001,15,Minnesota Timberwolves,27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,+1.5,91.8,.253
2001,16,Orlando Magic,26.0,43,39,44,38,0.99,-0.60,0.39,103.2,102.1,+1.1,93.2,.301
2001,17,Seattle SuperSonics,27.9,44,38,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,.299
2001,18,Indiana Pacers,27.7,41,41,40,42,-0.20,-0.57,-0.77,102.0,102.2,-0.2,89.4,.312
2001,19,Detroit Pistons,27.1,32,50,36,46,-1.70,-0.39,-2.08,100.0,101.8,-1.8,94.7,.325
2001,20,Boston Celtics,25.9,36,46,35,47,-2.13,-0.26,-2.40,101.4,103.7,-2.3,92.6,.338
2001,21,Denver Nuggets,27.9,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,.286
2001,22,Los Angeles Clippers,24.3,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,.319
2001,23,Cleveland Cavaliers,26.9,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,.312
2001,24,New Jersey Nets,27.5,26,56,26,56,-5.05,-0.25,-5.30,100.0,105.5,-5.5,91.8,.328
2001,25,Atlanta Hawks,26.1,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,.272
2001,26,Vancouver Grizzlies,26.2,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,.289
2001,27,Washington Wizards,27.0,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,.348
2001,28,Golden State Warriors,26.6,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,.282
2001,29,Chicago Bulls,23.2,15,67,16,66,-9.10,0.01,-9.09,97.2,107.3,-10.1,89.3,.298
2002,1,Sacramento Kings,27.0,61,21,61,21,7.61,0.00,7.61,109.0,101.1,+7.9,95.6,.308
2002,2,Los Angeles Lakers,27.9,58,24,60,22,7.12,0.03,7.15,109.4,101.7,+7.7,92.1,.313
2002,3,San Antonio Spurs,28.5,58,24,59,23,6.21,0.07,6.28,106.5,99.7,+6.8,90.0,.353
2002,4,New Jersey Nets,26.1,52,30,53,29,4.16,-0.49,3.67,104.0,99.5,+4.5,91.8,.280
2002,5,Dallas Mavericks,27.6,57,25,53,29,4.26,0.16,4.41,112.2,107.7,+4.5,92.8,.288
2002,6,Minnesota Timberwolves,26.7,50,32,51,31,3.38,0.20,3.58,109.0,105.3,+3.7,90.5,.255
2002,7,Portland Trail Blazers,29.0,49,33,50,32,2.99,0.22,3.21,107.4,104.0,+3.4,89.3,.285
2002,8,Seattle SuperSonics,26.9,45,37,50,32,3.02,0.22,3.24,108.9,105.6,+3.3,89.0,.250
2002,9,Boston Celtics,26.2,49,33,48,34,2.21,-0.46,1.75,103.4,101.0,+2.4,92.5,.291
2002,10,Detroit Pistons,29.5,50,32,48,34,2.13,-0.45,1.69,104.8,102.4,+2.4,90.0,.310
2002,11,Philadelphia 76ers,29.0,43,39,46,36,1.60,-0.33,1.27,102.1,100.3,+1.8,88.9,.327
2002,12,Orlando Magic,28.0,44,38,46,36,1.57,-0.32,1.25,107.0,105.3,+1.7,93.2,.278
2002,13,Utah Jazz,29.9,44,38,44,38,0.89,0.32,1.21,105.6,104.6,+1.0,90.3,.381
2002,14,Charlotte Hornets,28.3,44,38,44,38,0.96,-0.40,0.57,104.3,103.3,+1.0,89.7,.320
2002,15,Indiana Pacers,26.1,42,40,42,40,0.27,-0.34,-0.07,104.1,103.8,+0.3,91.9,.328
2002,16,Milwaukee Bucks,28.9,41,41,40,42,-0.22,-0.40,-0.62,106.9,107.1,-0.2,90.2,.269
2002,17,Los Angeles Clippers,24.4,39,43,40,42,-0.46,0.38,-0.09,105.5,106.0,-0.5,90.1,.304
2002,18,Toronto Raptors,29.3,42,40,40,42,-0.44,-0.27,-0.71,102.6,103.1,-0.5,88.8,.255
2002,19,Phoenix Suns,26.5,36,46,39,43,-0.68,0.39,-0.30,103.3,104.0,-0.7,91.4,.235
2002,20,Washington Wizards,27.5,37,45,37,45,-1.40,-0.17,-1.58,104.8,106.4,-1.6,88.3,.280
2002,21,Miami Heat,30.1,36,46,36,46,-1.54,-0.31,-1.84,98.5,100.2,-1.7,87.4,.268
2002,22,Cleveland Cavaliers,26.0,29,53,31,51,-3.33,-0.19,-3.52,104.6,108.2,-3.6,90.3,.301
2002,23,New York Knicks,30.3,30,52,29,53,-3.99,-0.16,-4.15,101.5,105.9,-4.4,89.7,.274
2002,24,Atlanta Hawks,25.7,33,49,29,53,-4.23,-0.18,-4.41,101.8,106.4,-4.6,91.9,.294
2002,25,Houston Rockets,25.9,28,54,27,55,-4.89,0.58,-4.31,103.1,108.6,-5.5,88.2,.286
2002,26,Golden State Warriors,24.8,21,61,26,56,-5.40,0.61,-4.80,102.8,108.5,-5.7,94.5,.335
2002,27,Denver Nuggets,28.2,27,55,24,58,-5.82,0.63,-5.19,101.4,107.8,-6.4,90.4,.256
2002,28,Memphis Grizzlies,25.5,23,59,20,62,-7.44,0.70,-6.74,98.2,106.3,-8.1,91.1,.288
2002,29,Chicago Bulls,25.5,21,61,18,64,-8.54,0.02,-8.52,98.2,107.6,-9.4,90.5,.302
2003,1,Dallas Mavericks,28.1,60,22,62,20,7.78,0.12,7.90,110.7,102.3,+8.4,92.5,.257
2003,2,Sacramento Kings,28.3,59,23,59,23,6.50,0.18,6.68,105.9,99.1,+6.8,95.4,.262
2003,3,San Antonio Spurs,28.4,60,22,57,25,5.41,0.23,5.65,105.6,99.7,+5.9,90.0,.348
2003,4,New Jersey Nets,27.3,49,33,56,26,5.22,-0.80,4.42,103.8,98.1,+5.7,91.6,.333
2003,5,Detroit Pistons,29.0,50,32,52,30,3.68,-0.71,2.97,104.1,99.9,+4.2,86.8,.322
2003,6,Indiana Pacers,25.9,48,34,51,31,3.49,-0.70,2.79,104.6,100.8,+3.8,91.6,.344
2003,7,Portland Trail Blazers,29.2,50,32,49,33,2.61,0.36,2.97,105.5,102.6,+2.9,89.4,.300
2003,8,Utah Jazz,30.9,47,35,48,34,2.39,0.37,2.76,105.5,102.8,+2.7,89.3,.380
2003,9,Los Angeles Lakers,28.1,50,32,48,34,2.33,0.38,2.71,107.2,104.7,+2.5,92.5,.311
2003,10,Philadelphia 76ers,28.3,48,34,48,34,2.30,-0.55,1.76,105.0,102.5,+2.5,91.4,.339
2003,11,Minnesota Timberwolves,28.2,51,31,47,35,2.07,0.39,2.46,106.1,103.8,+2.3,91.9,.268
2003,12,New Orleans Hornets,29.1,47,35,47,35,2.11,-0.59,1.52,103.9,101.6,+2.3,89.4,.285
2003,13,Houston Rockets,25.9,43,39,46,36,1.48,0.42,1.89,104.3,102.6,+1.7,88.8,.316
2003,14,Phoenix Suns,25.2,44,38,44,38,1.13,0.43,1.57,103.7,102.5,+1.2,91.5,.285
2003,15,Orlando Magic,26.9,42,40,41,41,0.13,-0.53,-0.39,105.2,105.0,+0.2,93.1,.307
2003,16,Milwaukee Bucks,29.3,42,40,42,40,0.23,-0.48,-0.24,108.8,108.6,+0.2,90.4,.287
2003,17,Seattle SuperSonics,26.9,40,42,41,41,-0.12,0.49,0.37,103.7,103.9,-0.2,88.0,.270
2003,18,Boston Celtics,26.9,44,38,40,42,-0.39,-0.36,-0.75,101.2,101.6,-0.4,90.9,.306
2003,19,Washington Wizards,28.4,37,45,38,44,-1.01,-0.46,-1.47,103.0,104.1,-1.1,88.2,.325
2003,20,Golden State Warriors,24.4,38,44,38,44,-1.13,0.54,-0.60,108.3,109.5,-1.2,94.2,.343
2003,21,New York Knicks,30.2,37,45,37,45,-1.35,-0.26,-1.61,104.7,106.2,-1.5,90.7,.241
2003,22,Memphis Grizzlies,24.9,28,54,32,50,-3.23,0.63,-2.60,103.9,107.3,-3.4,92.7,.287
2003,23,Atlanta Hawks,27.2,35,47,31,51,-3.56,-0.31,-3.87,102.3,106.1,-3.8,91.0,.313
2003,24,Los Angeles Clippers,25.3,27,55,29,53,-4.12,0.68,-3.45,102.3,106.8,-4.5,91.3,.335
2003,25,Chicago Bulls,25.2,30,52,27,55,-5.13,-0.17,-5.31,100.2,105.6,-5.4,93.5,.300
2003,26,Miami Heat,26.5,25,57,25,57,-5.05,-0.08,-5.13,96.7,102.4,-5.7,87.8,.259
2003,27,Toronto Raptors,27.6,24,58,24,58,-5.87,-0.23,-6.10,100.5,107.0,-6.5,89.9,.282
2003,28,Denver Nuggets,24.1,17,65,17,65,-8.28,0.87,-7.41,92.2,101.3,-9.1,91.0,.283
2003,29,Cleveland Cavaliers,23.5,17,65,16,66,-9.62,0.04,-9.59,96.5,106.7,-10.2,94.0,.298
2004,1,San Antonio Spurs,27.3,57,25,62,20,7.22,0.29,7.51,102.2,94.1,+8.1,89.2,.322
2004,2,Detroit Pistons,27.4,54,28,59,23,5.84,-0.81,5.04,102.0,95.4,+6.6,87.9,.328
2004,3,Indiana Pacers,27.1,61,21,58,24,5.76,-0.82,4.93,103.8,97.2,+6.6,87.5,.319
2004,4,Minnesota Timberwolves,29.7,58,24,57,25,5.49,0.37,5.86,105.9,99.7,+6.2,89.0,.265
